subject,sex,age,bigram_freq,concreteness,correct,diversity,word_freq,initial,letters,response_time,item,trans_prob
9,1,41,381,3.87,1,78,407.39,fifty,4,297,five,0.001747844
12,1,20,12,4,1,1,194.84,hoax,4,297,call,0.075471698
13,1,19,12,3.21,1,1,67.12,darn,5,298,sight,0.153846154
11,1,20,466,3.37,1,52,98.77,index,6,298,closed,0.003869304
9,1,41,,,1,,,giver,6,300,freins,0
17,0,21,,,1,,,giver,6,300,freins,0
6,1,19,10,3.08,1,149,158.91,interest,7,300,account,0.000507044
27,1,22,466,3.37,1,52,98.77,index,6,301,closed,0.003869304
30,0,19,,,1,,,seeker,5,301,swowd,0
5,1,20,10,3.08,1,149,158.91,interest,7,304,account,0.000507044
8,1,19,11,2.57,1,248,50.4,give,7,305,advance,0.003258195
8,1,19,573,3.72,1,134,52.44,cash,4,306,flow,0.002678156
20,1,19,4530,1.73,1,376,245.95,make,4,306,sure,0
24,1,19,10,2.22,1,517,68.51,before,6,307,actual,0.002820731
30,0,19,,,1,,,fray,6,307,cloist,0
24,1,19,0,2.31,1,263,81.81,way,5,307,agree,0
31,0,25,1872,2.69,1,40,117.75,armed,6,308,forces,0.164443518
26,1,19,10,2.29,1,679,67.68,people,7,308,achieve,0.000161085
18,1,19,207,4.72,1,1,22.69,barbed,4,309,wire,0.713793103
12,1,20,10,3.08,1,149,158.91,interest,7,309,account,0.000507044
25,1,18,10,3.07,1,569,252.03,time,6,309,across,0.000419406
31,0,25,10,3.03,1,567,98.07,always,6,311,accept,0.000237951
23,1,19,10,3.08,1,149,158.91,interest,7,311,account,0.000507044
28,0,19,10,3.07,1,569,252.03,time,6,311,across,0.000419406
29,0,20,,,1,,,contour,6,312,kneant,0
12,1,20,1872,2.69,1,40,117.75,armed,6,313,forces,0.164443518
6,1,19,,,1,,,heat,6,314,jithed,0
1,1,27,10,3.07,1,569,252.03,time,6,314,across,0.000419406
14,1,19,1872,2.69,1,40,117.75,armed,6,315,forces,0.164443518
6,1,19,10,3.03,1,567,98.07,always,6,316,accept,0.000237951
10,1,20,1872,2.69,1,40,117.75,armed,6,316,forces,0.164443518
23,1,19,466,3.37,1,52,98.77,index,6,316,closed,0.003869304
31,0,25,,,1,,,landing,5,317,phrav,0
27,1,22,5568,4.72,1,1749,353.52,other,4,317,hand,0.00088645
1,1,27,0,2.31,1,263,81.81,way,5,317,agree,0
8,1,19,0,2.31,1,263,81.81,way,5,317,agree,0
16,1,23,5568,4.72,1,1749,353.52,other,4,318,hand,0.00088645
20,1,19,466,3.37,1,52,98.77,index,6,319,closed,0.003869304
22,1,19,8465,4.52,1,473,365.29,last,5,319,night,0.04587156
10,1,20,2745,3.22,1,115,204.27,wide,5,320,range,0.027777778
25,1,18,,,1,,,giver,6,321,freins,0
15,1,19,10,2.35,1,1,187.78,markup,8,321,language,0.454545455
26,1,19,,,1,,,ringer,5,322,rorns,0
20,1,19,10,2.67,1,1,107.25,rustic,5,323,style,0.041152263
10,1,20,1769,3.27,1,498,297.82,second,4,323,half,0.001037294
25,1,18,,,1,,,timbre,7,323,rherked,0
29,0,20,14,3.93,1,1,137.01,chow,4,324,test,0.208955224
18,1,19,,,1,,,heat,6,324,jithed,0
24,1,19,1815,3.32,1,50,97.9,award,5,325,title,0.00086013
22,1,19,207,4.72,1,1,22.69,barbed,4,325,wire,0.713793103
24,1,19,508,4.9,1,109,57.39,credit,4,325,card,0.001898305
16,1,23,10,3.08,1,149,158.91,interest,7,325,account,0.000507044
1,1,27,10,3.33,1,237,257.48,case,5,326,above,0.000693097
13,1,19,573,3.72,1,134,52.44,cash,4,326,flow,0.002678156
12,1,20,11,2.57,1,248,50.4,give,7,326,advance,0.003258195
13,1,19,,,1,,,timbre,7,326,rherked,0
22,1,19,0,4.8,1,177,189.92,building,4,327,food,0
17,0,21,17,4.64,1,1,165.65,larval,5,327,stage,0.116438356
29,0,20,311,2.07,1,203,299.1,recent,5,327,times,0.000693656
13,1,19,14,3.93,1,1,137.01,chow,4,328,test,0.208955224
19,1,19,10,3.03,1,567,98.07,always,6,330,accept,0.000237951
22,1,19,,,1,,,hock,6,330,crirst,0
6,1,19,10,2.29,1,679,67.68,people,7,330,achieve,0.000161085
25,1,18,0,4.69,1,16,0.51,reaches,6,330,timers,0
31,0,25,13,3.89,1,1,59.83,coiled,6,331,spring,0.067010309
19,1,19,10,4.87,1,1,349.78,craggy,4,331,face,0.082644628
8,1,19,,,1,,,decay,6,331,flirst,0
16,1,23,461,2.52,1,850,171.14,good,8,331,practice,0.013990673
1,1,27,10,3.32,1,975,72.9,many,6,331,active,0.000245371
10,1,20,,,1,,,statute,5,331,gwink,0
1,1,27,2745,3.22,1,115,204.27,wide,5,331,range,0.027777778
20,1,19,0,1.93,1,27,146.92,winds,6,331,agreed,0
22,1,19,10,2.22,1,517,68.51,before,6,332,actual,0.002820731
23,1,19,8465,4.52,1,473,365.29,last,5,332,night,0.04587156
18,1,19,8465,4.52,1,473,365.29,last,5,333,night,0.04587156
23,1,19,10,2.7,1,479,59.67,less,6,333,afraid,0.001261494
28,0,19,13,4.8,1,1,115.56,pelvic,5,333,floor,0.068421053
26,1,19,12,4,1,1,194.84,hoax,4,334,call,0.075471698
19,1,19,10,3.08,1,149,158.91,interest,7,334,account,0.000507044
26,1,19,8465,4.52,1,473,365.29,last,5,335,night,0.04587156
1,1,27,10,2.71,1,568,109.4,local,6,335,access,0.000539223
29,0,20,10,2.29,1,679,67.68,people,7,335,achieve,0.000161085
23,1,19,1769,3.27,1,498,297.82,second,4,335,half,0.001037294
17,0,21,,,1,,,stick,6,335,shurps,0
12,1,20,8465,4.52,1,473,365.29,last,5,336,night,0.04587156
5,1,20,10,2.35,1,1,187.78,markup,8,336,language,0.454545455
17,0,21,573,3.72,1,134,52.44,cash,4,337,flow,0.002678156
9,1,41,10,2.35,1,1,187.78,markup,8,337,language,0.454545455
1,1,27,10,3.03,1,567,98.07,always,6,338,accept,0.000237951
31,0,25,,,1,,,hail,6,338,durped,0
8,1,19,0,3.3,1,0,493.85,abase,6,339,number,0
8,1,19,466,3.37,1,52,98.77,index,6,339,closed,0.003869304
13,1,19,,,1,,,party,6,339,frolfs,0
17,0,21,,,1,,,seeker,5,339,swowd,0
17,0,21,1815,3.32,1,50,97.9,award,5,340,title,0.00086013
31,0,25,14,4.8,1,2,189.92,canned,4,340,food,0.046511628
12,1,20,4530,1.73,1,376,245.95,make,4,340,sure,0
26,1,19,,,1,,,scope,5,340,blerf,0
8,1,19,10,2.31,1,11,57.8,enforced,7,341,absence,0.010090817
5,1,20,599,4.79,1,65,232.47,inner,4,341,city,0.0155902
13,1,19,10,3.32,1,975,72.9,many,6,341,active,0.000245371
10,1,20,535,2.41,1,75,53.15,bloody,4,342,hell,0.001797566
31,0,25,,,1,,,clock,6,342,smouns,0
16,1,23,,,1,,,decay,6,342,flirst,0
31,0,25,,,1,,,frill,8,342,strisped,0
27,1,22,461,2.52,1,850,171.14,good,8,342,practice,0.013990673
1,1,27,10,2.67,1,1,107.25,rustic,5,342,style,0.041152263
6,1,19,,,1,,,bloke,4,343,vaut,0
25,1,18,10,3.33,1,237,257.48,case,5,344,above,0.000693097
12,1,20,10,2.35,1,1,187.78,markup,8,344,language,0.454545455
5,1,20,,,1,,,party,6,344,frolfs,0
29,0,20,,,1,,,party,6,344,frolfs,0
6,1,19,0,4.8,1,177,189.92,building,4,345,food,0
7,1,19,10,4.4,1,468,50.78,large,5,345,adult,0.000444168
18,1,19,10,2.74,1,129,153.75,quickly,5,345,added,0.004279716
15,1,19,10,3.89,1,69,70.36,secret,7,345,address,0.005030356
8,1,19,551,4.07,1,74,124.94,shot,4,345,dead,0.003171892
23,1,19,10,3.03,1,567,98.07,always,6,346,accept,0.000237951
13,1,19,10,3.33,1,237,257.48,case,5,346,above,0.000693097
28,0,19,0,2.53,1,0,489.23,gunboat,5,346,found,0
1,1,27,10,2.86,1,19,220.99,hostile,6,346,action,0.012135922
18,1,19,,,1,,,pension,5,346,zekes,0
26,1,19,,,1,,,pension,5,346,zekes,0
22,1,19,11,2.39,1,1,92.1,puck,4,346,fair,0.183333333
16,1,23,243,2.89,1,53,129.82,rapid,6,346,growth,0.006102635
5,1,20,10,3.07,1,569,252.03,time,6,346,across,0.000419406
17,0,21,,,1,,,blip,5,347,sunes,0
6,1,19,,,1,,,holder,6,347,phlien,0
19,1,19,8465,4.52,1,473,365.29,last,5,347,night,0.04587156
24,1,19,10,2.35,1,1,187.78,markup,8,347,language,0.454545455
30,0,19,,,1,,,ride,6,347,scurrs,0
30,0,19,1872,2.69,1,40,117.75,armed,6,348,forces,0.164443518
24,1,19,535,2.41,1,75,53.15,bloody,4,348,hell,0.001797566
21,1,19,12,3.21,1,1,67.12,darn,5,348,sight,0.153846154
17,0,21,,,1,,,fleet,5,348,monce,0
30,0,19,,,1,,,giver,6,348,freins,0
12,1,20,452,3.52,1,8,25.43,ozone,5,348,layer,0.018677043
9,1,41,,,1,,,blip,5,349,sunes,0
8,1,19,14,4.8,1,2,189.92,canned,4,349,food,0.046511628
15,1,19,10,4.87,1,1,349.78,craggy,4,349,face,0.082644628
1,1,27,10,2.31,1,11,57.8,enforced,7,349,absence,0.010090817
25,1,18,0,2.04,1,112,195.48,meet,4,349,gone,0
19,1,19,10,2.74,1,129,153.75,quickly,5,349,added,0.004279716
30,0,19,,,1,,,screen,6,349,spacts,0
14,1,19,10,3.07,1,569,252.03,time,6,349,across,0.000419406
21,1,19,,,1,,,addict,5,350,gouls,0
7,1,19,12,3.21,1,1,67.12,darn,5,350,sight,0.153846154
16,1,23,13,4.8,1,1,115.56,pelvic,5,350,floor,0.068421053
30,0,19,207,4.72,1,1,22.69,barbed,4,351,wire,0.713793103
5,1,20,,,1,,,breeder,4,351,yerp,0
18,1,19,14,4.8,1,2,189.92,canned,4,351,food,0.046511628
6,1,19,13,3.89,1,1,59.83,coiled,6,351,spring,0.067010309
15,1,19,512,4.3,1,74,93.39,daily,4,351,post,0.003276969
21,1,19,0,3.82,1,0,196.94,fart,6,351,course,0
12,1,20,381,3.87,1,78,407.39,fifty,4,351,five,0.001747844
30,0,19,0,4.69,1,16,0.51,reaches,6,351,timers,0
28,0,19,,,1,,,sinner,7,351,spriege,0
31,0,25,0,4.4,1,17,62.03,ski,8,351,aircraft,0
24,1,19,10,3.33,1,237,257.48,case,5,352,above,0.000693097
31,0,25,,,1,,,fleet,5,352,monce,0
5,1,20,,,1,,,nerve,6,352,sheich,0
28,0,19,1872,2.69,1,40,117.75,armed,6,353,forces,0.164443518
8,1,19,10,2.22,1,517,68.51,before,6,353,actual,0.002820731
1,1,27,535,2.41,1,75,53.15,bloody,4,353,hell,0.001797566
5,1,20,10,3.32,1,975,72.9,many,6,353,active,0.000245371
10,1,20,0,3.2,1,343,191.09,year,7,353,hundred,0
10,1,20,0,2.35,1,44,187.78,cycle,8,354,language,0
21,1,19,,,1,,,fleet,5,354,monce,0
1,1,27,10,4.4,1,468,50.78,large,5,354,adult,0.000444168
26,1,19,13,4.8,1,1,115.56,pelvic,5,354,floor,0.068421053
26,1,19,,,1,,,ride,6,354,scurrs,0
14,1,19,10,2.67,1,1,107.25,rustic,5,354,style,0.041152263
6,1,19,10,3.07,1,569,252.03,time,6,354,across,0.000419406
16,1,23,0,2.53,1,0,489.23,gunboat,5,355,found,0
17,0,21,,,1,,,ride,6,355,scurrs,0
24,1,19,0,3.2,1,343,191.09,year,7,355,hundred,0
10,1,20,,,1,,,base,6,356,slemps,0
8,1,19,512,4.3,1,74,93.39,daily,4,356,post,0.003276969
6,1,19,0,4.47,1,0,1.53,drubs,5,356,nudge,0
1,1,27,10,3.08,1,149,158.91,interest,7,356,account,0.000507044
12,1,20,1815,3.32,1,50,97.9,award,5,357,title,0.00086013
2,1,23,535,2.41,1,75,53.15,bloody,4,357,hell,0.001797566
25,1,18,535,2.41,1,75,53.15,bloody,4,357,hell,0.001797566
28,0,19,,,1,,,frill,8,357,strisped,0
7,1,19,10,2.7,1,479,59.67,less,6,357,afraid,0.001261494
18,1,19,1769,3.27,1,498,297.82,second,4,357,half,0.001037294
24,1,19,,,1,,,shading,6,357,smurds,0
13,1,19,10,3.03,1,567,98.07,always,6,358,accept,0.000237951
14,1,19,207,4.72,1,1,22.69,barbed,4,358,wire,0.713793103
25,1,18,,,1,,,billion,7,358,strerts,0
25,1,18,0,4.8,1,177,189.92,building,4,358,food,0
13,1,19,13,3.89,1,1,59.83,coiled,6,358,spring,0.067010309
10,1,20,,,1,,,hail,6,358,durped,0
1,1,27,17,4.64,1,1,165.65,larval,5,358,stage,0.116438356
1,1,27,10,2.38,1,505,304.1,really,4,358,able,0.00047827
18,1,19,0,2.04,1,112,195.48,meet,4,359,gone,0
28,0,19,243,2.89,1,53,129.82,rapid,6,359,growth,0.006102635
10,1,20,10,2.67,1,1,107.25,rustic,5,359,style,0.041152263
22,1,19,10,3.89,1,69,70.36,secret,7,359,address,0.005030356
24,1,19,10,3.89,1,69,70.36,secret,7,359,address,0.005030356
29,0,20,,,1,,,twist,4,359,slev,0
19,1,19,2745,3.22,1,115,204.27,wide,5,359,range,0.027777778
10,1,20,207,4.72,1,1,22.69,barbed,4,360,wire,0.713793103
28,0,19,535,2.41,1,75,53.15,bloody,4,360,hell,0.001797566
9,1,41,,,1,,,rant,5,360,suill,0
24,1,19,,,1,,,diesel,5,361,plaub,0
18,1,19,,,1,,,love,5,361,thwis,0
18,1,19,10,2.38,1,505,304.1,really,4,361,able,0.00047827
14,1,19,,,1,,,ringer,5,361,rorns,0
31,0,25,,,1,,,ringer,5,362,rorns,0
28,0,19,551,4.07,1,74,124.94,shot,4,362,dead,0.003171892
22,1,19,,,1,,,tenet,7,362,sprerfs,0
25,1,18,0,2.31,1,263,81.81,way,5,362,agree,0
25,1,18,1872,2.69,1,40,117.75,armed,6,363,forces,0.164443518
30,0,19,13,3.89,1,1,59.83,coiled,6,363,spring,0.067010309
1,1,27,11,2.57,1,248,50.4,give,7,363,advance,0.003258195
26,1,19,,,1,,,hock,6,363,crirst,0
26,1,19,,,1,,,linked,5,363,caide,0
22,1,19,0,4.4,1,17,62.03,ski,8,363,aircraft,0
23,1,19,2745,3.22,1,115,204.27,wide,5,363,range,0.027777778
1,1,27,508,4.9,1,109,57.39,credit,4,364,card,0.001898305
23,1,19,512,4.3,1,74,93.39,daily,4,364,post,0.003276969
22,1,19,,,1,,,rasp,5,364,phres,0
24,1,19,,,1,,,sinner,7,364,spriege,0
29,0,20,,,1,,,addict,5,365,gouls,0
29,0,20,,,1,,,blip,5,365,sunes,0
21,1,19,,,1,,,clink,5,365,chims,0
14,1,19,,,1,,,dealer,6,365,twapes,0
26,1,19,305,4.75,1,25,196.14,fleet,6,365,street,0.025641026
6,1,19,10,4.4,1,468,50.78,large,5,365,adult,0.000444168
14,1,19,,,1,,,statute,5,365,gwink,0
1,1,27,10,2.73,1,139,104.37,want,6,365,advice,0.005908214
17,0,21,10,2.22,1,517,68.51,before,6,366,actual,0.002820731
1,1,27,10,4.87,1,1,349.78,craggy,4,366,face,0.082644628
26,1,19,,,1,,,errand,6,366,jeight,0
13,1,19,0,1.68,1,0,198.34,oaken,5,366,whose,0
25,1,18,452,3.52,1,8,25.43,ozone,5,366,layer,0.018677043
10,1,20,11,2.39,1,1,92.1,puck,4,366,fair,0.183333333
10,1,20,,,1,,,seeker,5,366,swowd,0
27,1,22,3624,4.14,1,92,151.14,date,5,367,award,0.003629652
1,1,27,12,4,1,1,194.84,hoax,4,367,call,0.075471698
22,1,19,,,1,,,nerve,6,367,sheich,0
12,1,20,311,2.07,1,203,299.1,recent,5,368,times,0.000693656
5,1,20,,,1,,,ride,6,368,scurrs,0
16,1,23,1872,2.69,1,40,117.75,armed,6,369,forces,0.164443518
20,1,19,14,3.93,1,1,137.01,chow,4,369,test,0.208955224
13,1,19,,,1,,,jumbo,4,369,trut,0
20,1,19,,,1,,,nerve,6,369,sheich,0
24,1,19,10,3.03,1,567,98.07,always,6,370,accept,0.000237951
12,1,20,0,2.03,1,0,199.64,berate,8,370,involved,0
22,1,19,,,1,,,chapter,7,370,clouche,0
22,1,19,,,1,,,clear,5,370,palks,0.000651508
1,1,27,12,3.21,1,1,67.12,darn,5,370,sight,0.153846154
22,1,19,0,4.47,1,0,1.53,drubs,5,370,nudge,0
17,0,21,,,1,,,outflow,6,370,gwouse,0
20,1,19,13,4.8,1,1,115.56,pelvic,5,370,floor,0.068421053
6,1,19,11,2.39,1,1,92.1,puck,4,370,fair,0.183333333
24,1,19,0,3.3,1,0,493.85,abase,6,371,number,0
10,1,20,,,1,,,landing,5,371,phrav,0
25,1,18,,,1,,,stimulus,7,371,pheethe,0
6,1,19,,,1,,,tenet,7,371,sprerfs,0
29,0,20,1872,2.69,1,40,117.75,armed,6,372,forces,0.164443518
18,1,19,305,4.75,1,25,196.14,fleet,6,372,street,0.025641026
1,1,27,599,4.79,1,65,232.47,inner,4,372,city,0.0155902
30,0,19,4530,1.73,1,376,245.95,make,4,372,sure,0
16,1,23,255,3.24,1,20,67.62,toxic,5,372,waste,0.209016393
16,1,23,0,4.75,1,0,196.14,vexes,6,372,street,0
19,1,19,1815,3.32,1,50,97.9,award,5,373,title,0.00086013
12,1,20,14,3.93,1,1,137.01,chow,4,373,test,0.208955224
17,0,21,381,3.87,1,78,407.39,fifty,4,373,five,0.001747844
26,1,19,,,1,,,flight,6,373,froobs,0
21,1,19,10,2.86,1,19,220.99,hostile,6,373,action,0.012135922
29,0,20,599,4.79,1,65,232.47,inner,4,373,city,0.0155902
9,1,41,,,1,,,party,6,373,frolfs,0
1,1,27,10,2.74,1,129,153.75,quickly,5,373,added,0.004279716
6,1,19,,,1,,,ride,6,373,scurrs,0
17,0,21,551,4.07,1,74,124.94,shot,4,373,dead,0.003171892
1,1,27,255,3.24,1,20,67.62,toxic,5,373,waste,0.209016393
18,1,19,2745,3.22,1,115,204.27,wide,5,373,range,0.027777778
28,0,19,,,1,,,carnage,5,374,snerf,0
30,0,19,10,3.08,1,149,158.91,interest,7,374,account,0.000507044
12,1,20,,,1,,,jumbo,4,374,trut,0
1,1,27,5568,4.72,1,1749,353.52,other,4,374,hand,0.00088645
20,1,19,10,2.22,1,517,68.51,before,6,375,actual,0.002820731
28,0,19,234,4.25,1,17,49.68,bile,4,375,acid,0.013524937
1,1,27,512,4.3,1,74,93.39,daily,4,375,post,0.003276969
24,1,19,11,2.57,1,248,50.4,give,7,375,advance,0.003258195
28,0,19,0,2.31,1,263,81.81,way,5,375,agree,0
29,0,20,207,4.72,1,1,22.69,barbed,4,376,wire,0.713793103
31,0,25,,,1,,,contour,6,376,kneant,0
30,0,19,0,2.04,1,112,195.48,meet,4,376,gone,0
18,1,19,0,1.68,1,0,198.34,oaken,5,376,whose,0
1,1,27,243,2.89,1,53,129.82,rapid,6,376,growth,0.006102635
1,1,27,10,3.18,1,1,64.07,slush,4,376,fund,0.12195122
26,1,19,,,1,,,base,6,377,slemps,0
30,0,19,,,1,,,clock,6,377,smouns,0
28,0,19,,,1,,,mess,6,377,wheuce,0
8,1,19,,,1,,,ride,6,377,scurrs,0
21,1,19,,,1,,,chapter,7,378,clouche,0
17,0,21,14,3.93,1,1,137.01,chow,4,378,test,0.208955224
13,1,19,,,1,,,clock,6,378,smouns,0
30,0,19,,,1,,,copy,7,378,snompts,0
28,0,19,4525,2,1,1900,354.73,have,4,378,done,0.0000211
29,0,20,,,1,,,mess,6,378,wheuce,0
28,0,19,5568,4.72,1,1749,353.52,other,4,378,hand,0.00088645
10,1,20,,,1,,,pension,5,378,zekes,0
26,1,19,,,1,,,sinner,7,378,spriege,0
1,1,27,0,3.61,1,154,186.52,systems,5,378,short,0
16,1,23,0,3.2,1,343,191.09,year,7,378,hundred,0
31,0,25,,,1,,,chapter,7,379,clouche,0
16,1,23,,,1,,,full,4,379,vudd,0
25,1,18,,,1,,,statute,5,379,gwink,0
6,1,19,,,1,,,clear,5,380,palks,0.000651508
14,1,19,,,1,,,clear,5,380,palks,0.000651508
10,1,20,10,3.32,1,975,72.9,many,6,380,active,0.000245371
12,1,20,10,2.29,1,679,67.68,people,7,380,achieve,0.000161085
22,1,19,10,2.29,1,679,67.68,people,7,380,achieve,0.000161085
23,1,19,0,3.08,1,0,199.81,stippled ,5,380,trade,0
1,1,27,2083,4.89,1,3442,466.08,their,8,380,children,0.0000422
7,1,19,0,3.2,1,343,191.09,year,7,380,hundred,0
6,1,19,1872,2.69,1,40,117.75,armed,6,381,forces,0.164443518
22,1,19,,,1,,,base,6,381,slemps,0
1,1,27,13,4.41,1,1,62.51,glide,4,381,path,0.0591
13,1,19,,,1,,,hoard,6,381,thriff,0
22,1,19,,,1,,,hoard,6,381,thriff,0
13,1,19,10,2.7,1,479,59.67,less,6,381,afraid,0.001261494
18,1,19,,,1,,,tenet,7,381,sprerfs,0
1,1,27,437,4.97,1,70,65.17,acid,4,382,rain,0.006038647
28,0,19,10,3.33,1,237,257.48,case,5,382,above,0.000693097
15,1,19,12,4,1,1,194.84,hoax,4,382,call,0.075471698
30,0,19,10,2.7,1,479,59.67,less,6,382,afraid,0.001261494
15,1,19,10,2.74,1,129,153.75,quickly,5,382,added,0.004279716
26,1,19,,,1,,,rasp,5,382,phres,0
11,1,20,10,2.38,1,505,304.1,really,4,382,able,0.00047827
26,1,19,10,3.89,1,69,70.36,secret,7,382,address,0.005030356
12,1,20,,,1,,,sinner,7,382,spriege,0
5,1,20,,,1,,,stimulus,7,382,pheethe,0
26,1,19,2083,4.89,1,3442,466.08,their,8,382,children,0.0000422
2,1,23,207,4.72,1,1,22.69,barbed,4,383,wire,0.713793103
5,1,20,,,1,,,contour,6,383,kneant,0
28,0,19,,,1,,,diesel,5,383,plaub,0
24,1,19,10,2.86,1,19,220.99,hostile,6,383,action,0.012135922
9,1,41,,,1,,,image,5,383,vokes,0
6,1,19,,,1,,,kilo,6,383,toosed,0
22,1,19,,,1,,,ride,6,383,scurrs,0
19,1,19,0,4.75,1,0,196.14,vexes,6,383,street,0
10,1,20,,,1,,,fleet,5,384,monce,0
21,1,19,,,1,,,hoard,6,384,thriff,0
18,1,19,10,3.32,1,975,72.9,many,6,384,active,0.000245371
17,0,21,0,1.68,1,0,198.34,oaken,5,384,whose,0
1,1,27,428,3.38,1,39,176.07,rugby,5,384,union,0.022641509
28,0,19,10,2.73,1,139,104.37,want,6,384,advice,0.005908214
9,1,41,207,4.72,1,1,22.69,barbed,4,385,wire,0.713793103
7,1,19,512,4.3,1,74,93.39,daily,4,385,post,0.003276969
18,1,19,11,2.39,1,1,92.1,puck,4,385,fair,0.183333333
7,1,19,10,2.38,1,505,304.1,really,4,385,able,0.00047827
9,1,41,,,1,,,stimulus,7,385,pheethe,0
26,1,19,255,3.24,1,20,67.62,toxic,5,385,waste,0.209016393
5,1,20,,,1,,,trains,8,385,dreethed,0
26,1,19,0,3.2,1,343,191.09,year,7,385,hundred,0
22,1,19,,,1,,,bloke,4,386,vaut,0
29,0,20,0,2.41,1,8,114.69,briskly,5,386,allow,0
1,1,27,0,2.5,1,9,190.6,oval,7,386,hipster,0
26,1,19,,,1,,,reader,4,386,twic,0.0071803
1,1,27,10,3.89,1,69,70.36,secret,7,386,address,0.005030356
25,1,18,0,2.41,1,8,114.69,briskly,5,387,allow,0
6,1,19,,,1,,,contour,6,387,kneant,0
25,1,18,,,1,,,fleet,5,387,monce,0
17,0,21,10,3.32,1,975,72.9,many,6,387,active,0.000245371
1,1,27,10,2.35,1,1,187.78,markup,8,387,language,0.454545455
23,1,19,,,1,,,mess,6,387,wheuce,0
22,1,19,,,1,,,party,6,387,frolfs,0
6,1,19,,,1,,,route,5,387,peuce,0
25,1,18,,,1,,,sticker,5,387,drelt,0
26,1,19,,,1,,,addict,5,388,gouls,0
9,1,41,1815,3.32,1,50,97.9,award,5,388,title,0.00086013
27,1,22,1815,3.32,1,50,97.9,award,5,388,title,0.00086013
12,1,20,508,4.9,1,109,57.39,credit,4,388,card,0.001898305
22,1,19,305,4.75,1,25,196.14,fleet,6,388,street,0.025641026
20,1,19,,,1,,,lecture,7,388,dwautch,0
13,1,19,,,1,,,mess,6,388,wheuce,0
6,1,19,0,4.91,1,0,9.91,recede,5,388,socks,0
10,1,20,,,1,,,snippet,4,388,durg,0
21,1,19,0,4,1,4,2.22,tides,5,388,mauve,0
19,1,19,12,3.21,1,1,67.12,darn,5,389,sight,0.153846154
16,1,23,466,3.37,1,52,98.77,index,6,389,closed,0.003869304
10,1,20,10,2.29,1,679,67.68,people,7,389,achieve,0.000161085
27,1,22,,,1,,,ringer,5,389,rorns,0
7,1,19,0,3.61,1,154,186.52,systems,5,389,short,0
21,1,19,,,1,,,twist,4,389,slev,0
26,1,19,,,1,,,badge,6,390,thanse,0
24,1,19,,,1,,,blip,5,390,sunes,0
24,1,19,,,1,,,dealer,6,390,twapes,0
18,1,19,0,4.47,1,0,1.53,drubs,5,390,nudge,0
1,1,27,,,1,,,hail,6,390,durped,0
20,1,19,599,4.79,1,65,232.47,inner,4,390,city,0.0155902
11,1,20,10,4.4,1,468,50.78,large,5,390,adult,0.000444168
20,1,19,,,1,,,shading,6,390,smurds,0
8,1,19,,,1,,,stick,6,390,shurps,0
9,1,41,,,1,,,tenet,7,390,sprerfs,0
10,1,20,10,3.07,1,569,252.03,time,6,390,across,0.000419406
27,1,22,0,1.93,1,27,146.92,winds,6,390,agreed,0
18,1,19,,,1,,,carnage,5,391,snerf,0
1,1,27,0,2.35,1,44,187.78,cycle,8,391,language,0
13,1,19,,,1,,,daily,6,391,phlilt,0
21,1,19,381,3.87,1,78,407.39,fifty,4,391,five,0.001747844
21,1,19,,,1,,,party,6,391,frolfs,0
18,1,19,10,2.67,1,1,107.25,rustic,5,391,style,0.041152263
1,1,27,551,4.07,1,74,124.94,shot,4,391,dead,0.003171892
29,0,20,551,4.07,1,74,124.94,shot,4,391,dead,0.003171892
6,1,19,,,1,,,statute,5,391,gwink,0
15,1,19,2745,3.22,1,115,204.27,wide,5,391,range,0.027777778
9,1,41,508,4.9,1,109,57.39,credit,4,392,card,0.001898305
31,0,25,,,1,,,errand,6,392,jeight,0
29,0,20,10,3.08,1,149,158.91,interest,7,392,account,0.000507044
25,1,18,,,1,,,lymph,8,392,thoached,0
30,0,19,535,2.41,1,75,53.15,bloody,4,393,hell,0.001797566
31,0,25,,,1,,,class,4,393,gwus,0
18,1,19,,,1,,,clock,6,393,smouns,0
22,1,19,,,1,,,dose,7,393,brodged,0
29,0,20,,,1,,,mixture,7,393,splulks,0
24,1,19,452,3.52,1,8,25.43,ozone,5,393,layer,0.018677043
31,0,25,10,2.74,1,129,153.75,quickly,5,393,added,0.004279716
16,1,23,10,3.89,1,69,70.36,secret,7,393,address,0.005030356
24,1,19,,,1,,,sweet,6,393,shryme,0
20,1,19,2745,3.22,1,115,204.27,wide,5,393,range,0.027777778
16,1,23,437,4.97,1,70,65.17,acid,4,394,rain,0.006038647
12,1,20,512,4.3,1,74,93.39,daily,4,394,post,0.003276969
20,1,19,187,4.7,1,21,114.41,eighth,4,394,army,0.016431925
25,1,18,,,1,,,jolt,4,394,zamn,0
1,1,27,1872,2.69,1,40,117.75,armed,6,395,forces,0.164443518
23,1,19,10,4.87,1,1,349.78,craggy,4,395,face,0.082644628
31,0,25,,,1,,,full,4,395,vudd,0
12,1,20,,,1,,,holder,6,395,phlien,0
5,1,20,452,3.52,1,8,25.43,ozone,5,395,layer,0.018677043
14,1,19,,,1,,,party,6,395,frolfs,0
22,1,19,,,1,,,roomful,7,395,croothe,0
11,1,20,1769,3.27,1,498,297.82,second,4,395,half,0.001037294
11,1,20,551,4.07,1,74,124.94,shot,4,395,dead,0.003171892
