subject,sex,age,bigram_freq,concreteness,correct,diversity,word_freq,initial,letters,response_time,item,trans_prob
22,1,19,,,1,,,gospel,6,629,drifed,0
3,0,20,,,1,,,heat,6,629,jithed,0
2,1,23,,,1,,,kingdom,7,629,strules,0
30,0,19,,,1,,,opening,7,629,phaunts,0
9,1,41,11,2.39,1,1,92.1,puck,4,629,fair,0.183333333
6,1,19,10,2.74,1,129,153.75,quickly,5,629,added,0.004279716
29,0,20,,,1,,,reader,4,629,twic,0.0071803
3,0,20,,,1,,,sample,6,629,whucts,0
14,1,19,,,1,,,signal,7,629,twomped,0
19,1,19,,,1,,,sticker,5,629,drelt,0
18,1,19,,,1,,,stimulus,7,629,pheethe,0
5,1,20,,,1,,,strip,5,629,piest,0
13,1,19,,,1,,,strip,5,629,piest,0
7,1,19,255,3.24,1,20,67.62,toxic,5,629,waste,0.209016393
16,1,23,,,1,,,trains,8,629,dreethed,0
30,0,19,10,2.73,1,139,104.37,want,6,629,advice,0.005908214
2,1,23,,,1,,,weekday,7,629,slinked,0
20,1,19,,,1,,,bail,6,630,simpse,0
24,1,19,,,1,,,base,6,630,slemps,0
26,1,19,,,1,,,call,5,630,threb,0
29,0,20,,,1,,,contact,4,630,glec,0
7,1,19,0,2.35,1,44,187.78,cycle,8,630,language,0
10,1,20,,,1,,,daily,6,630,phlilt,0
21,1,19,,,1,,,dose,7,630,brodged,0
29,0,20,0,4.56,1,49,1.41,faith,4,630,rink,0
3,0,20,,,1,,,giant,6,630,blolks,0
23,1,19,,,1,,,hands,5,630,smats,0
17,0,21,,,1,,,kingdom,7,630,strules,0
16,1,23,,,1,,,leap,3,630,zil,0
14,1,19,,,1,,,mug,4,630,ghop,0
5,1,20,,,1,,,patriot,8,630,knenched,0
16,1,23,10,2.73,1,139,104.37,want,6,630,advice,0.005908214
17,0,21,,,1,,,addict,5,631,gouls,0
27,1,22,0,4.8,1,177,189.92,building,4,631,food,0
27,1,22,0,4.47,1,0,1.53,drubs,5,631,nudge,0
3,0,20,,,1,,,frill,8,631,strisped,0
29,0,20,466,3.37,1,52,98.77,index,6,631,closed,0.003869304
30,0,19,599,4.79,1,65,232.47,inner,4,631,city,0.0155902
31,0,25,17,4.64,1,1,165.65,larval,5,631,stage,0.116438356
24,1,19,,,1,,,linked,5,631,caide,0
16,1,23,10,2.71,1,568,109.4,local,6,631,access,0.000539223
29,0,20,,,1,,,proton,8,631,grorgues,0
10,1,20,,,1,,,reggae,6,631,grulps,0
1,1,27,,,1,,,route,5,631,peuce,0
19,1,19,,,1,,,see,7,631,sleshed,0
29,0,20,,,1,,,weekday,7,631,slinked,0
13,1,19,,,1,,,arts,7,632,gramped,0
6,1,19,14,3.93,1,1,137.01,chow,4,632,test,0.208955224
31,0,25,0,2.35,1,44,187.78,cycle,8,632,language,0
10,1,20,,,1,,,december,6,632,skirds,0
13,1,19,,,1,,,december,6,632,skirds,0
7,1,19,,,1,,,dining,7,632,dweeled,0
4,1,20,,,1,,,dope,6,632,spuits,0
20,1,19,,,1,,,dope,6,632,spuits,0
7,1,19,,,1,,,grimace,6,632,scrair,0
24,1,19,,,1,,,judge,6,632,puints,0
30,0,19,,,1,,,party,6,632,frolfs,0
16,1,23,311,2.07,1,203,299.1,recent,5,632,times,0.000693656
29,0,20,428,3.38,1,39,176.07,rugby,5,632,union,0.022641509
2,1,23,,,1,,,sleeper,6,632,chault,0
14,1,19,,,1,,,tank,6,632,grealt,0
22,1,19,,,1,,,tank,6,632,grealt,0
8,1,19,,,1,,,badge,6,633,thanse,0
16,1,23,,,1,,,contour,6,633,kneant,0
2,1,23,,,1,,,copy,8,633,splathed,0
28,0,19,,,1,,,dose,7,633,brodged,0
9,1,41,0,4.47,1,0,1.53,drubs,5,633,nudge,0
22,1,19,,,1,,,explain,5,633,splim,0
28,0,19,305,4.75,1,25,196.14,fleet,6,633,street,0.025641026
25,1,18,,,1,,,glass,7,633,thalped,0
8,1,19,,,1,,,here,3,633,uns,0
28,0,19,,,1,,,hotbed,7,633,gweasts,0
23,1,19,599,4.79,1,65,232.47,inner,4,633,city,0.0155902
12,1,20,,,1,,,invite,5,633,fifed,0
22,1,19,,,1,,,isle,4,633,famp,0
15,1,19,,,1,,,love,5,633,thwis,0
21,1,19,,,1,,,sample,6,633,whucts,0
7,1,19,,,1,,,sticker,5,633,drelt,0
25,1,18,,,1,,,strip,5,633,piest,0
4,1,20,0,3.68,1,0,0.77,trillion,5,633,droop,0
5,1,20,,,1,,,weekend,7,633,phryles,0
26,1,19,1815,3.32,1,50,97.9,award,5,634,title,0.00086013
3,0,20,14,4.8,1,2,189.92,canned,4,634,food,0.046511628
22,1,19,,,1,,,club,5,634,nusts,0
25,1,18,,,1,,,crash,3,634,fom,0
28,0,19,,,1,,,daily,6,634,phlilt,0
7,1,19,,,1,,,dope,6,634,spuits,0
19,1,19,10,2.31,1,11,57.8,enforced,7,634,absence,0.010090817
27,1,22,381,3.87,1,78,407.39,fifty,4,634,five,0.001747844
15,1,19,,,1,,,frill,8,634,strisped,0
26,1,19,,,1,,,giver,6,634,freins,0
3,0,20,,,1,,,nerve,6,634,sheich,0
9,1,41,13,4.8,1,1,115.56,pelvic,5,634,floor,0.068421053
31,0,25,,,1,,,proton,8,634,grorgues,0
28,0,19,10,2.74,1,129,153.75,quickly,5,634,added,0.004279716
4,1,20,,,1,,,reader,4,634,twic,0.0071803
2,1,23,,,1,,,reggae,6,634,grulps,0
4,1,20,,,1,,,route,5,634,peuce,0
10,1,20,,,1,,,see,7,634,sleshed,0
17,0,21,,,1,,,sticker,5,634,drelt,0
9,1,41,0,4,1,4,2.22,tides,5,634,mauve,0
17,0,21,,,1,,,timbre,7,634,rherked,0
15,1,19,,,1,,,carnage,5,635,snerf,0
20,1,19,,,1,,,class,4,635,gwus,0
22,1,19,,,1,,,copy,8,635,splathed,0
30,0,19,,,1,,,culprit,6,635,spralf,0
13,1,19,,,1,,,diesel,5,635,plaub,0
2,1,23,461,2.52,1,850,171.14,good,8,635,practice,0.013990673
15,1,19,,,1,,,heat,6,635,jithed,0
31,0,25,,,1,,,hell,6,635,shraun,0
9,1,41,,,1,,,leap,3,635,zil,0
16,1,23,,,1,,,linked,5,635,caide,0
2,1,23,4530,1.73,1,376,245.95,make,4,635,sure,0
24,1,19,10,2.29,1,679,67.68,people,7,635,achieve,0.000161085
2,1,23,,,1,,,pretend,6,635,whache,0
25,1,18,,,1,,,route,5,635,peuce,0
2,1,23,,,1,,,sport,6,635,crangs,0
23,1,19,,,1,,,sticker,5,635,drelt,0
13,1,19,,,1,,,cancer,6,636,dwiced,0.011558021
3,0,20,,,1,,,dealer,6,636,twapes,0
25,1,18,0,3.82,1,0,196.94,fart,6,636,course,0
12,1,20,,,1,,,feud,8,636,thrieled,0
17,0,21,,,1,,,flight,6,636,froobs,0
7,1,19,13,4.41,1,1,62.51,glide,4,636,path,0.0591
25,1,18,4525,2,1,1900,354.73,have,4,636,done,0.0000211
11,1,20,17,4.64,1,1,165.65,larval,5,636,stage,0.116438356
17,0,21,,,1,,,leap,3,636,zil,0
3,0,20,,,1,,,love,5,636,thwis,0
6,1,19,,,1,,,lymph,8,636,thoached,0
21,1,19,,,1,,,nursing,4,636,kewn,0
6,1,19,,,1,,,payment,6,636,clinds,0
17,0,21,428,3.38,1,39,176.07,rugby,5,636,union,0.022641509
4,1,20,,,1,,,slice,4,636,slof,0
24,1,19,,,1,,,slice,4,636,slof,0
22,1,19,10,3.18,1,1,64.07,slush,4,636,fund,0.12195122
21,1,19,0,3.08,1,0,199.81,stippled ,5,636,trade,0
19,1,19,0,3.61,1,154,186.52,systems,5,636,short,0
5,1,20,0,2.31,1,263,81.81,way,5,636,agree,0
26,1,19,,,1,,,blip,5,637,sunes,0
8,1,19,,,1,,,breeder,4,637,yerp,0
13,1,19,,,1,,,breeder,4,637,yerp,0
12,1,20,,,1,,,dealer,6,637,twapes,0
17,0,21,,,1,,,dining,7,637,dweeled,0
10,1,20,,,1,,,dose,7,637,brodged,0
16,1,23,,,1,,,grimace,6,637,scrair,0
22,1,19,10,2.86,1,19,220.99,hostile,6,637,action,0.012135922
24,1,19,,,1,,,hotbed,7,637,gweasts,0
22,1,19,,,1,,,image,5,637,vokes,0
7,1,19,,,1,,,jazz,7,637,wroffed,0
10,1,20,,,1,,,lecture,7,637,dwautch,0
28,0,19,10,2.71,1,568,109.4,local,6,637,access,0.000539223
10,1,20,,,1,,,minority,6,637,franse,0
21,1,19,10,3.89,1,69,70.36,secret,7,637,address,0.005030356
6,1,19,,,1,,,seeker,5,637,swowd,0
31,0,25,,,1,,,sides,5,637,psoom,0
6,1,19,,,1,,,sport,6,637,crangs,0
10,1,20,255,3.24,1,20,67.62,toxic,5,637,waste,0.209016393
29,0,20,0,3.68,1,0,0.77,trillion,5,637,droop,0
24,1,19,,,1,,,weekend,7,637,phryles,0
7,1,19,437,4.97,1,70,65.17,acid,4,638,rain,0.006038647
19,1,19,,,1,,,base,6,638,slemps,0
9,1,41,,,1,,,chapter,7,638,clouche,0
16,1,23,,,1,,,clink,5,638,chims,0
11,1,20,,,1,,,copy,7,638,snompts,0
9,1,41,12,3.21,1,1,67.12,darn,5,638,sight,0.153846154
3,0,20,,,1,,,full,4,638,vudd,0
31,0,25,4530,1.73,1,376,245.95,make,4,638,sure,0
6,1,19,,,1,,,mixture,7,638,splulks,0
9,1,41,,,1,,,ride,6,638,scurrs,0
3,0,20,,,1,,,shading,6,638,smurds,0
7,1,19,,,1,,,sides,5,638,psoom,0
28,0,19,,,1,,,signal,7,638,twomped,0
14,1,19,,,1,,,stimulus,7,638,pheethe,0
31,0,25,,,1,,,stimulus,7,638,pheethe,0
2,1,23,,,1,,,wage,5,638,onzed,0
19,1,19,0,4.8,1,177,189.92,building,4,639,food,0
22,1,19,,,1,,,clock,6,639,smouns,0
8,1,19,13,3.89,1,1,59.83,coiled,6,639,spring,0.067010309
30,0,19,,,1,,,contact,4,639,glec,0
19,1,19,,,1,,,dealer,6,639,twapes,0
20,1,19,,,1,,,december,6,639,skirds,0
14,1,19,0,2.53,1,0,489.23,gunboat,5,639,found,0
23,1,19,,,1,,,hail,6,639,durped,0
14,1,19,,,1,,,height,5,639,luick,0
29,0,20,,,1,,,linked,5,639,caide,0
22,1,19,,,1,,,lymph,8,639,thoached,0
9,1,41,,,1,,,press,4,639,hein,0
19,1,19,,,1,,,shading,6,639,smurds,0
13,1,19,551,4.07,1,74,124.94,shot,4,639,dead,0.003171892
25,1,18,551,4.07,1,74,124.94,shot,4,639,dead,0.003171892
10,1,20,0,4.75,1,0,196.14,vexes,6,639,street,0
23,1,19,,,1,,,copy,7,640,snompts,0
29,0,20,508,4.9,1,109,57.39,credit,4,640,card,0.001898305
10,1,20,3624,4.14,1,92,151.14,date,5,640,award,0.003629652
19,1,19,,,1,,,fray,6,640,cloist,0
4,1,20,0,3.03,1,0,4.94,gimlet,6,640,coding,0
20,1,19,,,1,,,giver,6,640,freins,0
18,1,19,,,1,,,hotbed,7,640,gweasts,0
5,1,20,,,1,,,leap,3,640,zil,0
13,1,19,,,1,,,opening,7,640,phaunts,0
10,1,20,0,2.5,1,9,190.6,oval,7,640,hipster,0
3,0,20,,,1,,,pair,6,640,thrith,0
23,1,19,,,1,,,rasp,5,640,phres,0
4,1,20,428,3.38,1,39,176.07,rugby,5,640,union,0.022641509
11,1,20,,,1,,,sides,5,640,psoom,0
16,1,23,0,1.93,1,27,146.92,winds,6,640,agreed,0
2,1,23,,,1,,,zulu,7,640,scrongs,0
26,1,19,,,1,,,billion,7,641,strerts,0
31,0,25,,,1,,,boss,7,641,grirmed,0
17,0,21,0,2.41,1,8,114.69,briskly,5,641,allow,0
3,0,20,0,4.8,1,177,189.92,building,4,641,food,0
1,1,27,14,3.93,1,1,137.01,chow,4,641,test,0.208955224
4,1,20,,,1,,,circuit,6,641,frongs,0
6,1,19,,,1,,,cleaner,5,641,brepe,0
13,1,19,,,1,,,copy,7,641,snompts,0
5,1,20,10,4.87,1,1,349.78,craggy,4,641,face,0.082644628
16,1,23,198,3.17,1,62,352.11,funny,5,641,thing,0.010467706
2,1,23,4525,2,1,1900,354.73,have,4,641,done,0.0000211
31,0,25,,,1,,,invite,5,641,fifed,0
27,1,22,,,1,,,lecture,7,641,dwautch,0
13,1,19,10,2.71,1,568,109.4,local,6,641,access,0.000539223
30,0,19,,,1,,,mess,6,641,wheuce,0
4,1,20,0,2.5,1,9,190.6,oval,7,641,hipster,0
31,0,25,,,1,,,ringing,7,641,scrance,0
4,1,20,,,1,,,tank,6,641,grealt,0
9,1,41,,,1,,,timbre,7,641,rherked,0
13,1,19,0,4.75,1,0,196.14,vexes,6,641,street,0
11,1,20,,,1,,,crash,3,642,fom,0
5,1,20,0,2.53,1,0,489.23,gunboat,5,642,found,0
10,1,20,10,2.86,1,19,220.99,hostile,6,642,action,0.012135922
22,1,19,0,2.04,1,112,195.48,meet,4,642,gone,0
21,1,19,,,1,,,passage,5,642,muked,0
3,0,20,,,1,,,pension,5,642,zekes,0
7,1,19,,,1,,,reggae,6,642,grulps,0
9,1,41,,,1,,,rubric,5,642,pruns,0
28,0,19,,,1,,,scope,5,642,blerf,0
16,1,23,551,4.07,1,74,124.94,shot,4,642,dead,0.003171892
14,1,19,0,3.61,1,154,186.52,systems,5,642,short,0
12,1,20,,,1,,,toggle,7,642,scunged,0
9,1,41,0,3.68,1,0,0.77,trillion,5,642,droop,0
9,1,41,10,2.73,1,139,104.37,want,6,642,advice,0.005908214
30,0,19,512,4.3,1,74,93.39,daily,4,643,post,0.003276969
17,0,21,,,1,,,folder,6,643,flouth,0
4,1,20,,,1,,,forever,7,643,dwoiled,0
10,1,20,,,1,,,fray,6,643,cloist,0
23,1,19,,,1,,,height,5,643,luick,0
29,0,20,,,1,,,messed,6,643,ghypes,0
6,1,19,,,1,,,mug,4,643,ghop,0
28,0,19,,,1,,,reggae,6,643,grulps,0
22,1,19,2083,4.89,1,3442,466.08,their,8,643,children,0.0000422
4,1,20,,,1,,,timbre,7,643,rherked,0
19,1,19,10,3.07,1,569,252.03,time,6,643,across,0.000419406
30,0,19,,,1,,,vortex,4,643,fute,0
29,0,20,2745,3.22,1,115,204.27,wide,5,643,range,0.027777778
11,1,20,,,1,,,buildup,6,644,dwings,0
10,1,20,,,1,,,dealer,6,644,twapes,0
17,0,21,,,1,,,diesel,5,644,plaub,0
20,1,19,,,1,,,feud,8,644,thrieled,0
14,1,19,305,4.75,1,25,196.14,fleet,6,644,street,0.025641026
19,1,19,461,2.52,1,850,171.14,good,8,644,practice,0.013990673
13,1,19,466,3.37,1,52,98.77,index,6,644,closed,0.003869304
5,1,20,,,1,,,jazz,7,644,wroffed,0
10,1,20,,,1,,,judge,6,644,puints,0
18,1,19,,,1,,,motion,5,644,tranc,0
9,1,41,,,1,,,shading,6,644,smurds,0
14,1,19,,,1,,,sinner,7,644,spriege,0
6,1,19,0,,1,3,0.89,slug,4,644,gags,0
13,1,19,,,1,,,tenet,7,644,sprerfs,0
1,1,27,0,3.68,1,0,0.77,trillion,5,644,droop,0
10,1,20,0,3.68,1,0,0.77,trillion,5,644,droop,0
15,1,19,,,1,,,weekday,7,644,slinked,0
25,1,18,14,4.8,1,2,189.92,canned,4,645,food,0.046511628
20,1,19,,,1,,,cleaner,5,645,brepe,0
5,1,20,,,1,,,clock,6,645,smouns,0
30,0,19,,,1,,,dining,7,645,dweeled,0
17,0,21,,,1,,,here,3,645,uns,0
11,1,20,,,1,,,hock,6,645,crirst,0
26,1,19,,,1,,,jolt,4,645,zamn,0
14,1,19,4530,1.73,1,376,245.95,make,4,645,sure,0
17,0,21,,,1,,,messed,6,645,ghypes,0
10,1,20,,,1,,,putter,3,645,zez,0
3,0,20,,,1,,,quip,7,645,phrinks,0
21,1,19,0,4.69,1,16,0.51,reaches,6,645,timers,0
28,0,19,,,1,,,see,7,645,sleshed,0
30,0,19,,,1,,,snippet,4,645,durg,0
15,1,19,0,3.61,1,154,186.52,systems,5,645,short,0
25,1,18,0,3.68,1,0,0.77,trillion,5,645,droop,0
19,1,19,207,4.72,1,1,22.69,barbed,4,646,wire,0.713793103
15,1,19,,,1,,,contact,4,646,glec,0
10,1,20,,,1,,,copy,8,646,splathed,0
16,1,23,0,2.35,1,44,187.78,cycle,8,646,language,0
2,1,23,512,4.3,1,74,93.39,daily,4,646,post,0.003276969
3,0,20,,,1,,,display,6,646,snerps,0.010244287
24,1,19,0,4.56,1,49,1.41,faith,4,646,rink,0
2,1,23,,,1,,,hell,6,646,shraun,0
31,0,25,,,1,,,holder,6,646,phlien,0
11,1,20,599,4.79,1,65,232.47,inner,4,646,city,0.0155902
26,1,19,599,4.79,1,65,232.47,inner,4,646,city,0.0155902
25,1,18,,,1,,,jazz,7,646,wroffed,0
13,1,19,10,2.35,1,1,187.78,markup,8,646,language,0.454545455
27,1,22,,,1,,,messed,6,646,ghypes,0
25,1,18,,,1,,,motion,5,646,tranc,0
31,0,25,,,1,,,nursing,4,646,kewn,0
8,1,19,,,1,,,outflow,6,646,gwouse,0
31,0,25,13,4.8,1,1,115.56,pelvic,5,646,floor,0.068421053
1,1,27,10,2.29,1,679,67.68,people,7,646,achieve,0.000161085
24,1,19,,,1,,,quip,7,646,phrinks,0
15,1,19,,,1,,,reader,4,646,twic,0.0071803
31,0,25,,,1,,,rubric,5,646,pruns,0
6,1,19,,,1,,,sweet,6,646,shryme,0
17,0,21,0,3.2,1,343,191.09,year,7,646,hundred,0
22,1,19,,,1,,,badge,6,647,thanse,0
13,1,19,,,1,,,borough,8,647,frerched,0
14,1,19,14,3.93,1,1,137.01,chow,4,647,test,0.208955224
26,1,19,10,4.87,1,1,349.78,craggy,4,647,face,0.082644628
24,1,19,,,1,,,culprit,6,647,spralf,0
24,1,19,,,1,,,date,4,647,yerv,0
18,1,19,,,1,,,fray,6,647,cloist,0
23,1,19,11,2.57,1,248,50.4,give,7,647,advance,0.003258195
6,1,19,,,1,,,gospel,6,647,drifed,0
10,1,20,,,1,,,hands,5,647,smats,0
28,0,19,,,1,,,hell,6,647,shraun,0
15,1,19,466,3.37,1,52,98.77,index,6,647,closed,0.003869304
29,0,20,,,1,,,later,6,647,thwuch,0
4,1,20,,,1,,,mug,4,647,ghop,0
24,1,19,,,1,,,nerve,6,647,sheich,0
25,1,18,,,1,,,passage,5,647,muked,0
22,1,19,,,1,,,ringer,5,647,rorns,0
24,1,19,,,1,,,route,5,647,peuce,0
10,1,20,,,1,,,sample,6,647,whucts,0
31,0,25,,,1,,,scope,5,647,blerf,0
18,1,19,,,1,,,screen,6,647,spacts,0
26,1,19,,,1,,,sleeper,6,647,chault,0
11,1,20,,,1,,,stimulus,7,647,pheethe,0
5,1,20,0,3.68,1,0,0.77,trillion,5,647,droop,0
10,1,20,1815,3.32,1,50,97.9,award,5,648,title,0.00086013
26,1,19,,,1,,,bees,6,648,phrain,0
17,0,21,0,2.03,1,0,199.64,berate,8,648,involved,0
11,1,20,234,4.25,1,17,49.68,bile,4,648,acid,0.013524937
6,1,19,,,1,,,bombard,6,648,slouth,0
21,1,19,,,1,,,bounty,5,648,blull,0
13,1,19,0,4.8,1,177,189.92,building,4,648,food,0
31,0,25,10,4.87,1,1,349.78,craggy,4,648,face,0.082644628
29,0,20,,,1,,,dealer,6,648,twapes,0
26,1,19,,,1,,,december,6,648,skirds,0
28,0,19,,,1,,,dimmer,6,648,spalms,0
2,1,23,,,1,,,forever,7,648,dwoiled,0
12,1,20,,,1,,,grimace,6,648,scrair,0
10,1,20,0,2.53,1,0,489.23,gunboat,5,648,found,0
28,0,19,,,1,,,height,5,648,luick,0
28,0,19,,,1,,,lymph,8,648,thoached,0
8,1,19,0,2.04,1,112,195.48,meet,4,648,gone,0
30,0,19,,,1,,,minority,6,648,franse,0
11,1,20,311,2.07,1,203,299.1,recent,5,648,times,0.000693656
26,1,19,311,2.07,1,203,299.1,recent,5,648,times,0.000693656
30,0,19,,,1,,,rubric,5,648,pruns,0
14,1,19,551,4.07,1,74,124.94,shot,4,648,dead,0.003171892
21,1,19,,,1,,,stun,7,648,flugged,0
26,1,19,,,1,,,boss,7,649,grirmed,0
8,1,19,0,4.8,1,177,189.92,building,4,649,food,0
12,1,20,,,1,,,call,5,649,threb,0
14,1,19,0,4,1,5,194.84,chilli,4,649,call,0
7,1,19,14,3.93,1,1,137.01,chow,4,649,test,0.208955224
10,1,20,13,3.89,1,1,59.83,coiled,6,649,spring,0.067010309
11,1,20,,,1,,,date,4,649,yerv,0
1,1,27,,,1,,,giant,6,649,blolks,0
20,1,19,461,2.52,1,850,171.14,good,8,649,practice,0.013990673
18,1,19,,,1,,,grimace,6,649,scrair,0
2,1,23,,,1,,,hotbed,7,649,gweasts,0
10,1,20,599,4.79,1,65,232.47,inner,4,649,city,0.0155902
2,1,23,,,1,,,judge,6,649,puints,0
20,1,19,,,1,,,pair,6,649,thrith,0
9,1,41,,,1,,,parking,6,649,snense,0
4,1,20,,,1,,,putter,3,649,zez,0
4,1,20,,,1,,,quip,7,649,phrinks,0
15,1,19,0,4.69,1,16,0.51,reaches,6,649,timers,0
22,1,19,428,3.38,1,39,176.07,rugby,5,649,union,0.022641509
14,1,19,0,4.4,1,17,62.03,ski,8,649,aircraft,0
4,1,20,,,1,,,snippet,4,649,durg,0
29,0,20,,,1,,,sticker,5,649,drelt,0
26,1,19,10,3.07,1,569,252.03,time,6,649,across,0.000419406
29,0,20,0,3.3,1,0,493.85,abase,6,650,number,0
13,1,19,1872,2.69,1,40,117.75,armed,6,650,forces,0.164443518
17,0,21,1872,2.69,1,40,117.75,armed,6,650,forces,0.164443518
4,1,20,,,1,,,balls,5,650,brirr,0
21,1,19,,,1,,,class,4,650,gwus,0
9,1,41,,,1,,,clock,6,650,smouns,0
4,1,20,,,1,,,club,5,650,nusts,0
19,1,19,,,1,,,dimmer,6,650,spalms,0
5,1,20,,,1,,,dining,7,650,dweeled,0
22,1,19,0,3.82,1,0,196.94,fart,6,650,course,0
8,1,19,,,1,,,hell,6,650,shraun,0
13,1,19,,,1,,,jolt,4,650,zamn,0
22,1,19,,,1,,,nursing,4,650,kewn,0
27,1,22,,,1,,,party,6,650,frolfs,0
23,1,19,,,1,,,route,5,650,peuce,0
19,1,19,10,2.67,1,1,107.25,rustic,5,650,style,0.041152263
13,1,19,10,3.18,1,1,64.07,slush,4,650,fund,0.12195122
20,1,19,0,3.61,1,154,186.52,systems,5,650,short,0
2,1,23,,,1,,,telephone,6,650,phlain,0
13,1,19,,,1,,,telephone,6,650,phlain,0
19,1,19,2083,4.89,1,3442,466.08,their,8,650,children,0.0000422
31,0,25,,,1,,,addict,5,651,gouls,0
21,1,19,,,1,,,blast,5,651,yicks,0
8,1,19,,,1,,,cleaner,5,651,brepe,0
13,1,19,10,4.87,1,1,349.78,craggy,4,651,face,0.082644628
16,1,23,,,1,,,culprit,6,651,spralf,0
28,0,19,,,1,,,december,6,651,skirds,0
15,1,19,187,4.7,1,21,114.41,eighth,4,651,army,0.016431925
15,1,19,305,4.75,1,25,196.14,fleet,6,651,street,0.025641026
7,1,19,198,3.17,1,62,352.11,funny,5,651,thing,0.010467706
16,1,23,10,3.32,1,975,72.9,many,6,651,active,0.000245371
26,1,19,10,3.32,1,975,72.9,many,6,651,active,0.000245371
3,0,20,,,1,,,opening,7,651,phaunts,0
16,1,23,,,1,,,outflow,6,651,gwouse,0
20,1,19,0,2.5,1,9,190.6,oval,7,651,hipster,0
22,1,19,,,1,,,reader,4,651,twic,0.0071803
25,1,18,,,1,,,sides,5,651,psoom,0
29,0,20,,,1,,,signal,5,651,yorks,0
20,1,19,,,1,,,stimulus,7,651,pheethe,0
11,1,20,,,1,,,stun,7,651,flugged,0
9,1,41,,,1,,,vehicle,6,651,sprimp,0
12,1,20,0,4.75,1,0,196.14,vexes,6,651,street,0
15,1,19,,,1,,,addict,5,652,gouls,0
2,1,23,,,1,,,billion,7,652,strerts,0
17,0,21,,,1,,,breaking,4,652,hurn,0
26,1,19,,,1,,,circuit,6,652,frongs,0
14,1,19,,,1,,,culprit,6,652,spralf,0
18,1,19,,,1,,,hock,6,652,crirst,0
22,1,19,10,2.71,1,568,109.4,local,6,652,access,0.000539223
7,1,19,,,1,,,opening,7,652,phaunts,0
8,1,19,,,1,,,party,6,652,frolfs,0
24,1,19,,,1,,,passage,5,652,muked,0
18,1,19,,,1,,,portion,7,652,sprirds,0
31,0,25,551,4.07,1,74,124.94,shot,4,652,dead,0.003171892
19,1,19,,,1,,,stun,7,652,flugged,0
14,1,19,,,1,,,billion,7,653,strerts,0
29,0,20,535,2.41,1,75,53.15,bloody,4,653,hell,0.001797566
6,1,19,,,1,,,club,5,653,nusts,0
30,0,19,,,1,,,december,6,653,skirds,0
23,1,19,4525,2,1,1900,354.73,have,4,653,done,0.0000211
27,1,22,10,3.08,1,149,158.91,interest,7,653,account,0.000507044
25,1,18,17,4.64,1,1,165.65,larval,5,653,stage,0.116438356
9,1,41,0,2.04,1,112,195.48,meet,4,653,gone,0
9,1,41,0,2.5,1,9,190.6,oval,7,653,hipster,0
30,0,19,0,2.5,1,9,190.6,oval,7,653,hipster,0
22,1,19,13,4.8,1,1,115.56,pelvic,5,653,floor,0.068421053
10,1,20,,,1,,,pretend,6,653,whache,0
5,1,20,,,1,,,rant,5,653,suill,0
15,1,19,0,4.91,1,0,9.91,recede,5,653,socks,0
10,1,20,,,1,,,rubric,5,653,pruns,0
9,1,41,,,1,,,time,6,653,flurnt,0
22,1,19,,,1,,,wage,5,653,onzed,0
13,1,19,,,1,,,weekday,7,653,slinked,0
17,0,21,2745,3.22,1,115,204.27,wide,5,653,range,0.027777778
12,1,20,,,1,,,winter,4,653,zoul,0
28,0,19,0,2.03,1,0,199.64,berate,8,654,involved,0
5,1,20,14,3.93,1,1,137.01,chow,4,654,test,0.208955224
11,1,20,508,4.9,1,109,57.39,credit,4,654,card,0.001898305
28,0,19,0,2.35,1,44,187.78,cycle,8,654,language,0
3,0,20,305,4.75,1,25,196.14,fleet,6,654,street,0.025641026
2,1,23,13,4.41,1,1,62.51,glide,4,654,path,0.0591
3,0,20,,,1,,,gospel,6,654,drifed,0
16,1,23,,,1,,,hotbed,7,654,gweasts,0
6,1,19,,,1,,,jolt,4,654,zamn,0
28,0,19,0,1.68,1,0,198.34,oaken,5,654,whose,0
22,1,19,,,1,,,patriot,8,654,knenched,0
26,1,19,11,2.39,1,1,92.1,puck,4,654,fair,0.183333333
9,1,41,2083,4.89,1,3442,466.08,their,8,654,children,0.0000422
21,1,19,,,1,,,display,6,655,snerps,0.010244287
10,1,20,,,1,,,dope,6,655,spuits,0
20,1,19,,,1,,,explain,5,655,splim,0
23,1,19,0,2.53,1,0,489.23,gunboat,5,655,found,0
13,1,19,,,1,,,motion,5,655,tranc,0
14,1,19,,,1,,,nursing,4,655,kewn,0
30,0,19,5568,4.72,1,1749,353.52,other,4,655,hand,0.00088645
27,1,22,452,3.52,1,8,25.43,ozone,5,655,layer,0.018677043
9,1,41,,,1,,,sides,5,655,psoom,0
29,0,20,,,1,,,sinner,7,655,spriege,0
3,0,20,0,4.53,1,0,133.35,snuffles,5,655,model,0
2,1,23,,,1,,,team,6,655,spause,0
19,1,19,,,1,,,addict,5,656,gouls,0
18,1,19,,,1,,,balls,5,656,brirr,0
16,1,23,,,1,,,billion,7,656,strerts,0
18,1,19,,,1,,,buildup,6,656,dwings,0
24,1,19,,,1,,,carnage,5,656,snerf,0
6,1,19,,,1,,,culprit,6,656,spralf,0
15,1,19,0,4.47,1,0,1.53,drubs,5,656,nudge,0
19,1,19,,,1,,,flight,6,656,froobs,0
27,1,22,13,4.41,1,1,62.51,glide,4,656,path,0.0591
