subject,sex,age,bigram_freq,concreteness,word_freq,Initial,diversity,letters,item,correct,response_time,word_freq,trans_prob
14,0,22,0,3.07,4.75,abaya,0,6,digest,1,608,475,0
1,1,30,0,3.07,4.75,abaya,0,6,digest,1,864,475,0
19,1,46,0,3.07,4.75,abaya,0,6,digest,1,1298,475,0
22,1,29,0,4.07,4.28,panurgic,0,4,stab,1,854,428,0
25,1,47,0,4.07,4.28,panurgic,0,4,stab,1,1025,428,0
21,1,18,0,4.07,4.28,panurgic,0,4,stab,1,1047,428,0
16,1,22,0,4.07,4.28,panurgic,0,4,stab,1,1059,428,0
3,1,60,0,4.07,4.28,panurgic,0,4,stab,1,1118,428,0
9,1,46,0,4.07,4.28,panurgic,0,4,stab,1,1118,428,0
19,1,46,0,4.07,4.28,panurgic,0,4,stab,1,1360,428,0
8,1,30,0,3.69,7.98,ratite,0,5,crisp,1,401,798,0
7,0,38,0,3.69,7.98,ratite,0,5,crisp,1,406,798,0
18,1,25,0,3.69,7.98,ratite,0,5,crisp,1,411,798,0
22,1,29,0,3.69,7.98,ratite,0,5,crisp,1,431,798,0
13,1,29,0,3.69,7.98,ratite,0,5,crisp,1,467,798,0
1,1,30,0,3.69,7.98,ratite,0,5,crisp,1,477,798,0
17,1,33,0,3.69,7.98,ratite,0,5,crisp,1,499,798,0
28,1,30,0,3.69,7.98,ratite,0,5,crisp,1,515,798,0
5,1,29,0,3.69,7.98,ratite,0,5,crisp,1,521,798,0
21,1,18,0,3.69,7.98,ratite,0,5,crisp,1,540,798,0
11,1,20,0,3.69,7.98,ratite,0,5,crisp,1,540,798,0
14,0,22,0,3.69,7.98,ratite,0,5,crisp,1,561,798,0
10,1,21,0,3.69,7.98,ratite,0,5,crisp,1,568,798,0
20,1,23,0,3.69,7.98,ratite,0,5,crisp,1,570,798,0
3,1,60,0,3.69,7.98,ratite,0,5,crisp,1,579,798,0
9,1,46,0,3.69,7.98,ratite,0,5,crisp,1,579,798,0
6,1,30,0,3.69,7.98,ratite,0,5,crisp,1,580,798,0
12,0,24,0,3.69,7.98,ratite,0,5,crisp,1,616,798,0
27,1,46,0,3.69,7.98,ratite,0,5,crisp,1,618,798,0
29,0,29,0,3.69,7.98,ratite,0,5,crisp,1,801,798,0
23,1,42,0,3.69,7.98,ratite,0,5,crisp,1,822,798,0
26,0,51,0,3.69,7.98,ratite,0,5,crisp,1,827,798,0
2,1,50,0,3.69,7.98,ratite,0,5,crisp,1,829,798,0
19,1,46,0,3.69,7.98,ratite,0,5,crisp,1,859,798,0
25,1,47,0,3.69,7.98,ratite,0,5,crisp,1,887,798,0
16,1,22,0,3.69,7.98,ratite,0,5,crisp,1,1266,798,0
7,0,38,0,3.97,73.98,solander,0,4,draw,1,363,7398,0
10,1,21,0,3.97,73.98,solander,0,4,draw,1,445,7398,0
11,1,20,0,3.97,73.98,solander,0,4,draw,1,450,7398,0
17,1,33,0,3.97,73.98,solander,0,4,draw,1,452,7398,0
20,1,23,0,3.97,73.98,solander,0,4,draw,1,486,7398,0
8,1,30,0,3.97,73.98,solander,0,4,draw,1,493,7398,0
21,1,18,0,3.97,73.98,solander,0,4,draw,1,502,7398,0
13,1,29,0,3.97,73.98,solander,0,4,draw,1,502,7398,0
12,0,24,0,3.97,73.98,solander,0,4,draw,1,519,7398,0
5,1,29,0,3.97,73.98,solander,0,4,draw,1,530,7398,0
22,1,29,0,3.97,73.98,solander,0,4,draw,1,555,7398,0
27,1,46,0,3.97,73.98,solander,0,4,draw,1,569,7398,0
23,1,42,0,3.97,73.98,solander,0,4,draw,1,588,7398,0
25,1,47,0,3.97,73.98,solander,0,4,draw,1,602,7398,0
1,1,30,0,3.97,73.98,solander,0,4,draw,1,628,7398,0
2,1,50,0,3.97,73.98,solander,0,4,draw,1,668,7398,0
28,1,30,0,3.97,73.98,solander,0,4,draw,1,670,7398,0
6,1,30,0,3.97,73.98,solander,0,4,draw,1,692,7398,0
3,1,60,0,3.97,73.98,solander,0,4,draw,1,716,7398,0
9,1,46,0,3.97,73.98,solander,0,4,draw,1,716,7398,0
19,1,46,0,3.97,73.98,solander,0,4,draw,1,722,7398,0
18,1,25,0,3.97,73.98,solander,0,4,draw,1,725,7398,0
14,0,22,0,3.97,73.98,solander,0,4,draw,1,738,7398,0
26,0,51,0,3.97,73.98,solander,0,4,draw,1,843,7398,0
29,0,29,0,3.97,73.98,solander,0,4,draw,1,867,7398,0
16,1,22,0,3.97,73.98,solander,0,4,draw,1,880,7398,0
13,1,29,0,4.46,11.83,thurifer,0,4,bile,1,538,1183,0
17,1,33,0,4.46,11.83,thurifer,0,4,bile,1,579,1183,0
18,1,25,0,4.46,11.83,thurifer,0,4,bile,1,591,1183,0
12,0,24,0,4.46,11.83,thurifer,0,4,bile,1,645,1183,0
5,1,29,0,4.46,11.83,thurifer,0,4,bile,1,705,1183,0
8,1,30,0,4.46,11.83,thurifer,0,4,bile,1,748,1183,0
1,1,30,0,4.46,11.83,thurifer,0,4,bile,1,751,1183,0
23,1,42,0,4.46,11.83,thurifer,0,4,bile,1,778,1183,0
29,0,29,0,4.46,11.83,thurifer,0,4,bile,1,801,1183,0
27,1,46,0,4.46,11.83,thurifer,0,4,bile,1,867,1183,0
3,1,60,0,4.46,11.83,thurifer,0,4,bile,1,898,1183,0
9,1,46,0,4.46,11.83,thurifer,0,4,bile,1,898,1183,0
19,1,46,0,4.46,11.83,thurifer,0,4,bile,1,909,1183,0
16,1,22,0,4.46,11.83,thurifer,0,4,bile,1,918,1183,0
25,1,47,0,4.46,11.83,thurifer,0,4,bile,1,1047,1183,0
2,1,50,0,4.46,11.83,thurifer,0,4,bile,1,1091,1183,0
20,1,23,0,4.46,11.83,thurifer,0,4,bile,1,1095,1183,0
13,1,29,0,3.39,7.58,uniped,0,4,dash,1,435,758,0
11,1,20,0,3.39,7.58,uniped,0,4,dash,1,455,758,0
7,0,38,0,3.39,7.58,uniped,0,4,dash,1,463,758,0
18,1,25,0,3.39,7.58,uniped,0,4,dash,1,463,758,0
17,1,33,0,3.39,7.58,uniped,0,4,dash,1,467,758,0
14,0,22,0,3.39,7.58,uniped,0,4,dash,1,478,758,0
10,1,21,0,3.39,7.58,uniped,0,4,dash,1,490,758,0
5,1,29,0,3.39,7.58,uniped,0,4,dash,1,511,758,0
22,1,29,0,3.39,7.58,uniped,0,4,dash,1,541,758,0
8,1,30,0,3.39,7.58,uniped,0,4,dash,1,548,758,0
1,1,30,0,3.39,7.58,uniped,0,4,dash,1,578,758,0
27,1,46,0,3.39,7.58,uniped,0,4,dash,1,596,758,0
3,1,60,0,3.39,7.58,uniped,0,4,dash,1,613,758,0
9,1,46,0,3.39,7.58,uniped,0,4,dash,1,613,758,0
12,0,24,0,3.39,7.58,uniped,0,4,dash,1,676,758,0
2,1,50,0,3.39,7.58,uniped,0,4,dash,1,682,758,0
19,1,46,0,3.39,7.58,uniped,0,4,dash,1,695,758,0
23,1,42,0,3.39,7.58,uniped,0,4,dash,1,707,758,0
6,1,30,0,3.39,7.58,uniped,0,4,dash,1,727,758,0
21,1,18,0,3.39,7.58,uniped,0,4,dash,1,778,758,0
28,1,30,0,3.39,7.58,uniped,0,4,dash,1,789,758,0
20,1,23,0,3.39,7.58,uniped,0,4,dash,1,798,758,0
16,1,22,0,3.39,7.58,uniped,0,4,dash,1,824,758,0
26,0,51,0,3.39,7.58,uniped,0,4,dash,1,1019,758,0
14,0,22,0,3.28,357.58,zoolatry,0,8,business,1,412,35758,0
21,1,18,0,3.28,357.58,zoolatry,0,8,business,1,429,35758,0
13,1,29,0,3.28,357.58,zoolatry,0,8,business,1,442,35758,0
7,0,38,0,3.28,357.58,zoolatry,0,8,business,1,471,35758,0
10,1,21,0,3.28,357.58,zoolatry,0,8,business,1,487,35758,0
8,1,30,0,3.28,357.58,zoolatry,0,8,business,1,514,35758,0
11,1,20,0,3.28,357.58,zoolatry,0,8,business,1,538,35758,0
5,1,29,0,3.28,357.58,zoolatry,0,8,business,1,560,35758,0
2,1,50,0,3.28,357.58,zoolatry,0,8,business,1,582,35758,0
18,1,25,0,3.28,357.58,zoolatry,0,8,business,1,619,35758,0
23,1,42,0,3.28,357.58,zoolatry,0,8,business,1,628,35758,0
28,1,30,0,3.28,357.58,zoolatry,0,8,business,1,633,35758,0
12,0,24,0,3.28,357.58,zoolatry,0,8,business,1,691,35758,0
20,1,23,0,3.28,357.58,zoolatry,0,8,business,1,765,35758,0
6,1,30,0,3.28,357.58,zoolatry,0,8,business,1,793,35758,0
25,1,47,0,3.28,357.58,zoolatry,0,8,business,1,800,35758,0
27,1,46,0,3.28,357.58,zoolatry,0,8,business,1,809,35758,0
29,0,29,0,3.28,357.58,zoolatry,0,8,business,1,929,35758,0
22,1,29,0,3.28,357.58,zoolatry,0,8,business,1,933,35758,0
19,1,46,0,3.28,357.58,zoolatry,0,8,business,1,1380,35758,0
17,1,33,0,3.28,357.58,zoolatry,0,8,business,1,1470,35758,0
26,0,51,0,3.28,357.58,zoolatry,0,8,business,1,1488,35758,0
14,0,22,72,1.96,452.86,revolve,1,6,around,1,411,45286,0.566929134
8,1,30,72,1.96,452.86,revolve,1,6,around,1,462,45286,0.566929134
7,0,38,72,1.96,452.86,revolve,1,6,around,1,470,45286,0.566929134
10,1,21,72,1.96,452.86,revolve,1,6,around,1,477,45286,0.566929134
5,1,29,72,1.96,452.86,revolve,1,6,around,1,493,45286,0.566929134
18,1,25,72,1.96,452.86,revolve,1,6,around,1,498,45286,0.566929134
1,1,30,72,1.96,452.86,revolve,1,6,around,1,511,45286,0.566929134
23,1,42,72,1.96,452.86,revolve,1,6,around,1,537,45286,0.566929134
13,1,29,72,1.96,452.86,revolve,1,6,around,1,548,45286,0.566929134
21,1,18,72,1.96,452.86,revolve,1,6,around,1,560,45286,0.566929134
12,0,24,72,1.96,452.86,revolve,1,6,around,1,573,45286,0.566929134
27,1,46,72,1.96,452.86,revolve,1,6,around,1,627,45286,0.566929134
25,1,47,72,1.96,452.86,revolve,1,6,around,1,667,45286,0.566929134
2,1,50,72,1.96,452.86,revolve,1,6,around,1,689,45286,0.566929134
22,1,29,72,1.96,452.86,revolve,1,6,around,1,715,45286,0.566929134
3,1,60,72,1.96,452.86,revolve,1,6,around,1,734,45286,0.566929134
9,1,46,72,1.96,452.86,revolve,1,6,around,1,734,45286,0.566929134
20,1,23,72,1.96,452.86,revolve,1,6,around,1,737,45286,0.566929134
26,0,51,72,1.96,452.86,revolve,1,6,around,1,775,45286,0.566929134
6,1,30,72,1.96,452.86,revolve,1,6,around,1,776,45286,0.566929134
11,1,20,72,1.96,452.86,revolve,1,6,around,1,883,45286,0.566929134
28,1,30,72,1.96,452.86,revolve,1,6,around,1,891,45286,0.566929134
17,1,33,72,1.96,452.86,revolve,1,6,around,1,915,45286,0.566929134
19,1,46,72,1.96,452.86,revolve,1,6,around,1,1043,45286,0.566929134
24,1,48,72,1.96,452.86,revolve,1,6,around,1,1200,45286,0.566929134
8,1,30,84,4.44,55.18,sickle,1,4,cell,1,400,5518,0.509090909
1,1,30,84,4.44,55.18,sickle,1,4,cell,1,430,5518,0.509090909
10,1,21,84,4.44,55.18,sickle,1,4,cell,1,475,5518,0.509090909
13,1,29,84,4.44,55.18,sickle,1,4,cell,1,480,5518,0.509090909
5,1,29,84,4.44,55.18,sickle,1,4,cell,1,495,5518,0.509090909
17,1,33,84,4.44,55.18,sickle,1,4,cell,1,511,5518,0.509090909
3,1,60,84,4.44,55.18,sickle,1,4,cell,1,512,5518,0.509090909
9,1,46,84,4.44,55.18,sickle,1,4,cell,1,512,5518,0.509090909
18,1,25,84,4.44,55.18,sickle,1,4,cell,1,519,5518,0.509090909
7,0,38,84,4.44,55.18,sickle,1,4,cell,1,530,5518,0.509090909
27,1,46,84,4.44,55.18,sickle,1,4,cell,1,533,5518,0.509090909
25,1,47,84,4.44,55.18,sickle,1,4,cell,1,562,5518,0.509090909
14,0,22,84,4.44,55.18,sickle,1,4,cell,1,572,5518,0.509090909
20,1,23,84,4.44,55.18,sickle,1,4,cell,1,586,5518,0.509090909
11,1,20,84,4.44,55.18,sickle,1,4,cell,1,616,5518,0.509090909
6,1,30,84,4.44,55.18,sickle,1,4,cell,1,643,5518,0.509090909
28,1,30,84,4.44,55.18,sickle,1,4,cell,1,698,5518,0.509090909
2,1,50,84,4.44,55.18,sickle,1,4,cell,1,702,5518,0.509090909
21,1,18,84,4.44,55.18,sickle,1,4,cell,1,731,5518,0.509090909
23,1,42,84,4.44,55.18,sickle,1,4,cell,1,732,5518,0.509090909
26,0,51,84,4.44,55.18,sickle,1,4,cell,1,760,5518,0.509090909
12,0,24,84,4.44,55.18,sickle,1,4,cell,1,1016,5518,0.509090909
22,1,29,84,4.44,55.18,sickle,1,4,cell,1,1179,5518,0.509090909
19,1,46,84,4.44,55.18,sickle,1,4,cell,1,1248,5518,0.509090909
16,1,22,84,4.44,55.18,sickle,1,4,cell,1,1261,5518,0.509090909
7,0,38,71,4.81,77.92,carat,1,4,gold,1,391,7792,0.496503497
10,1,21,71,4.81,77.92,carat,1,4,gold,1,407,7792,0.496503497
18,1,25,71,4.81,77.92,carat,1,4,gold,1,414,7792,0.496503497
11,1,20,71,4.81,77.92,carat,1,4,gold,1,434,7792,0.496503497
1,1,30,71,4.81,77.92,carat,1,4,gold,1,435,7792,0.496503497
14,0,22,71,4.81,77.92,carat,1,4,gold,1,443,7792,0.496503497
5,1,29,71,4.81,77.92,carat,1,4,gold,1,466,7792,0.496503497
17,1,33,71,4.81,77.92,carat,1,4,gold,1,477,7792,0.496503497
8,1,30,71,4.81,77.92,carat,1,4,gold,1,488,7792,0.496503497
25,1,47,71,4.81,77.92,carat,1,4,gold,1,491,7792,0.496503497
3,1,60,71,4.81,77.92,carat,1,4,gold,1,516,7792,0.496503497
9,1,46,71,4.81,77.92,carat,1,4,gold,1,516,7792,0.496503497
20,1,23,71,4.81,77.92,carat,1,4,gold,1,520,7792,0.496503497
22,1,29,71,4.81,77.92,carat,1,4,gold,1,528,7792,0.496503497
13,1,29,71,4.81,77.92,carat,1,4,gold,1,531,7792,0.496503497
23,1,42,71,4.81,77.92,carat,1,4,gold,1,542,7792,0.496503497
28,1,30,71,4.81,77.92,carat,1,4,gold,1,547,7792,0.496503497
27,1,46,71,4.81,77.92,carat,1,4,gold,1,601,7792,0.496503497
26,0,51,71,4.81,77.92,carat,1,4,gold,1,625,7792,0.496503497
6,1,30,71,4.81,77.92,carat,1,4,gold,1,637,7792,0.496503497
12,0,24,71,4.81,77.92,carat,1,4,gold,1,638,7792,0.496503497
19,1,46,71,4.81,77.92,carat,1,4,gold,1,710,7792,0.496503497
2,1,50,71,4.81,77.92,carat,1,4,gold,1,712,7792,0.496503497
16,1,22,71,4.81,77.92,carat,1,4,gold,1,715,7792,0.496503497
21,1,18,71,4.81,77.92,carat,1,4,gold,1,1115,7792,0.496503497
14,0,22,49,3.48,236.98,lagging,1,6,behind,1,376,23698,0.494949495
13,1,29,49,3.48,236.98,lagging,1,6,behind,1,405,23698,0.494949495
8,1,30,49,3.48,236.98,lagging,1,6,behind,1,449,23698,0.494949495
12,0,24,49,3.48,236.98,lagging,1,6,behind,1,472,23698,0.494949495
27,1,46,49,3.48,236.98,lagging,1,6,behind,1,490,23698,0.494949495
7,0,38,49,3.48,236.98,lagging,1,6,behind,1,509,23698,0.494949495
1,1,30,49,3.48,236.98,lagging,1,6,behind,1,515,23698,0.494949495
29,0,29,49,3.48,236.98,lagging,1,6,behind,1,534,23698,0.494949495
18,1,25,49,3.48,236.98,lagging,1,6,behind,1,536,23698,0.494949495
23,1,42,49,3.48,236.98,lagging,1,6,behind,1,565,23698,0.494949495
22,1,29,49,3.48,236.98,lagging,1,6,behind,1,584,23698,0.494949495
10,1,21,49,3.48,236.98,lagging,1,6,behind,1,585,23698,0.494949495
5,1,29,49,3.48,236.98,lagging,1,6,behind,1,591,23698,0.494949495
6,1,30,49,3.48,236.98,lagging,1,6,behind,1,606,23698,0.494949495
20,1,23,49,3.48,236.98,lagging,1,6,behind,1,644,23698,0.494949495
11,1,20,49,3.48,236.98,lagging,1,6,behind,1,652,23698,0.494949495
28,1,30,49,3.48,236.98,lagging,1,6,behind,1,654,23698,0.494949495
24,1,48,49,3.48,236.98,lagging,1,6,behind,1,703,23698,0.494949495
25,1,47,49,3.48,236.98,lagging,1,6,behind,1,730,23698,0.494949495
3,1,60,49,3.48,236.98,lagging,1,6,behind,1,779,23698,0.494949495
9,1,46,49,3.48,236.98,lagging,1,6,behind,1,779,23698,0.494949495
26,0,51,49,3.48,236.98,lagging,1,6,behind,1,829,23698,0.494949495
2,1,50,49,3.48,236.98,lagging,1,6,behind,1,962,23698,0.494949495
19,1,46,49,3.48,236.98,lagging,1,6,behind,1,1116,23698,0.494949495
10,1,21,32,4.77,40.96,sinker,1,5,plate,1,423,4096,0.470588235
7,0,38,32,4.77,40.96,sinker,1,5,plate,1,431,4096,0.470588235
18,1,25,32,4.77,40.96,sinker,1,5,plate,1,452,4096,0.470588235
12,0,24,32,4.77,40.96,sinker,1,5,plate,1,487,4096,0.470588235
13,1,29,32,4.77,40.96,sinker,1,5,plate,1,491,4096,0.470588235
20,1,23,32,4.77,40.96,sinker,1,5,plate,1,495,4096,0.470588235
17,1,33,32,4.77,40.96,sinker,1,5,plate,1,516,4096,0.470588235
23,1,42,32,4.77,40.96,sinker,1,5,plate,1,527,4096,0.470588235
3,1,60,32,4.77,40.96,sinker,1,5,plate,1,547,4096,0.470588235
9,1,46,32,4.77,40.96,sinker,1,5,plate,1,547,4096,0.470588235
27,1,46,32,4.77,40.96,sinker,1,5,plate,1,553,4096,0.470588235
8,1,30,32,4.77,40.96,sinker,1,5,plate,1,573,4096,0.470588235
6,1,30,32,4.77,40.96,sinker,1,5,plate,1,575,4096,0.470588235
5,1,29,32,4.77,40.96,sinker,1,5,plate,1,578,4096,0.470588235
11,1,20,32,4.77,40.96,sinker,1,5,plate,1,581,4096,0.470588235
21,1,18,32,4.77,40.96,sinker,1,5,plate,1,597,4096,0.470588235
14,0,22,32,4.77,40.96,sinker,1,5,plate,1,616,4096,0.470588235
28,1,30,32,4.77,40.96,sinker,1,5,plate,1,641,4096,0.470588235
26,0,51,32,4.77,40.96,sinker,1,5,plate,1,795,4096,0.470588235
2,1,50,32,4.77,40.96,sinker,1,5,plate,1,805,4096,0.470588235
19,1,46,32,4.77,40.96,sinker,1,5,plate,1,937,4096,0.470588235
16,1,22,32,4.77,40.96,sinker,1,5,plate,1,1191,4096,0.470588235
22,1,29,32,4.77,40.96,sinker,1,5,plate,1,1336,4096,0.470588235
14,0,22,21,4.85,297.06,beady,2,4,eyes,1,367,29706,0.375
10,1,21,21,4.85,297.06,beady,2,4,eyes,1,439,29706,0.375
27,1,46,21,4.85,297.06,beady,2,4,eyes,1,446,29706,0.375
13,1,29,21,4.85,297.06,beady,2,4,eyes,1,449,29706,0.375
7,0,38,21,4.85,297.06,beady,2,4,eyes,1,467,29706,0.375
29,0,29,21,4.85,297.06,beady,2,4,eyes,1,476,29706,0.375
8,1,30,21,4.85,297.06,beady,2,4,eyes,1,479,29706,0.375
23,1,42,21,4.85,297.06,beady,2,4,eyes,1,480,29706,0.375
20,1,23,21,4.85,297.06,beady,2,4,eyes,1,481,29706,0.375
12,0,24,21,4.85,297.06,beady,2,4,eyes,1,488,29706,0.375
17,1,33,21,4.85,297.06,beady,2,4,eyes,1,527,29706,0.375
5,1,29,21,4.85,297.06,beady,2,4,eyes,1,558,29706,0.375
11,1,20,21,4.85,297.06,beady,2,4,eyes,1,589,29706,0.375
25,1,47,21,4.85,297.06,beady,2,4,eyes,1,607,29706,0.375
18,1,25,21,4.85,297.06,beady,2,4,eyes,1,627,29706,0.375
28,1,30,21,4.85,297.06,beady,2,4,eyes,1,637,29706,0.375
19,1,46,21,4.85,297.06,beady,2,4,eyes,1,642,29706,0.375
22,1,29,21,4.85,297.06,beady,2,4,eyes,1,655,29706,0.375
3,1,60,21,4.85,297.06,beady,2,4,eyes,1,667,29706,0.375
9,1,46,21,4.85,297.06,beady,2,4,eyes,1,667,29706,0.375
1,1,30,21,4.85,297.06,beady,2,4,eyes,1,685,29706,0.375
2,1,50,21,4.85,297.06,beady,2,4,eyes,1,692,29706,0.375
26,0,51,21,4.85,297.06,beady,2,4,eyes,1,801,29706,0.375
6,1,30,21,4.85,297.06,beady,2,4,eyes,1,829,29706,0.375
16,1,22,21,4.85,297.06,beady,2,4,eyes,1,928,29706,0.375
24,1,48,21,4.85,297.06,beady,2,4,eyes,1,1084,29706,0.375
21,1,18,21,4.85,297.06,beady,2,4,eyes,1,1248,29706,0.375
7,0,38,33,4.89,43.37,runny,1,4,nose,1,315,4337,0.358695652
13,1,29,33,4.89,43.37,runny,1,4,nose,1,361,4337,0.358695652
1,1,30,33,4.89,43.37,runny,1,4,nose,1,393,4337,0.358695652
10,1,21,33,4.89,43.37,runny,1,4,nose,1,400,4337,0.358695652
14,0,22,33,4.89,43.37,runny,1,4,nose,1,402,4337,0.358695652
8,1,30,33,4.89,43.37,runny,1,4,nose,1,440,4337,0.358695652
5,1,29,33,4.89,43.37,runny,1,4,nose,1,444,4337,0.358695652
17,1,33,33,4.89,43.37,runny,1,4,nose,1,460,4337,0.358695652
11,1,20,33,4.89,43.37,runny,1,4,nose,1,465,4337,0.358695652
3,1,60,33,4.89,43.37,runny,1,4,nose,1,500,4337,0.358695652
9,1,46,33,4.89,43.37,runny,1,4,nose,1,500,4337,0.358695652
28,1,30,33,4.89,43.37,runny,1,4,nose,1,533,4337,0.358695652
27,1,46,33,4.89,43.37,runny,1,4,nose,1,563,4337,0.358695652
6,1,30,33,4.89,43.37,runny,1,4,nose,1,588,4337,0.358695652
22,1,29,33,4.89,43.37,runny,1,4,nose,1,592,4337,0.358695652
23,1,42,33,4.89,43.37,runny,1,4,nose,1,597,4337,0.358695652
20,1,23,33,4.89,43.37,runny,1,4,nose,1,620,4337,0.358695652
18,1,25,33,4.89,43.37,runny,1,4,nose,1,632,4337,0.358695652
12,0,24,33,4.89,43.37,runny,1,4,nose,1,685,4337,0.358695652
26,0,51,33,4.89,43.37,runny,1,4,nose,1,706,4337,0.358695652
2,1,50,33,4.89,43.37,runny,1,4,nose,1,884,4337,0.358695652
21,1,18,33,4.89,43.37,runny,1,4,nose,1,934,4337,0.358695652
29,0,29,33,4.89,43.37,runny,1,4,nose,1,1252,4337,0.358695652
16,1,22,33,4.89,43.37,runny,1,4,nose,1,1349,4337,0.358695652
19,1,46,33,4.89,43.37,runny,1,4,nose,1,1404,4337,0.358695652
7,0,38,10,4.72,13.53,lentil,1,4,soup,1,367,1353,0.3125
20,1,23,10,4.72,13.53,lentil,1,4,soup,1,415,1353,0.3125
1,1,30,10,4.72,13.53,lentil,1,4,soup,1,426,1353,0.3125
27,1,46,10,4.72,13.53,lentil,1,4,soup,1,463,1353,0.3125
5,1,29,10,4.72,13.53,lentil,1,4,soup,1,475,1353,0.3125
22,1,29,10,4.72,13.53,lentil,1,4,soup,1,489,1353,0.3125
3,1,60,10,4.72,13.53,lentil,1,4,soup,1,509,1353,0.3125
9,1,46,10,4.72,13.53,lentil,1,4,soup,1,509,1353,0.3125
13,1,29,10,4.72,13.53,lentil,1,4,soup,1,510,1353,0.3125
23,1,42,10,4.72,13.53,lentil,1,4,soup,1,514,1353,0.3125
10,1,21,10,4.72,13.53,lentil,1,4,soup,1,514,1353,0.3125
17,1,33,10,4.72,13.53,lentil,1,4,soup,1,533,1353,0.3125
21,1,18,10,4.72,13.53,lentil,1,4,soup,1,536,1353,0.3125
18,1,25,10,4.72,13.53,lentil,1,4,soup,1,582,1353,0.3125
8,1,30,10,4.72,13.53,lentil,1,4,soup,1,597,1353,0.3125
6,1,30,10,4.72,13.53,lentil,1,4,soup,1,615,1353,0.3125
11,1,20,10,4.72,13.53,lentil,1,4,soup,1,627,1353,0.3125
14,0,22,10,4.72,13.53,lentil,1,4,soup,1,665,1353,0.3125
2,1,50,10,4.72,13.53,lentil,1,4,soup,1,705,1353,0.3125
25,1,47,10,4.72,13.53,lentil,1,4,soup,1,709,1353,0.3125
28,1,30,10,4.72,13.53,lentil,1,4,soup,1,718,1353,0.3125
12,0,24,10,4.72,13.53,lentil,1,4,soup,1,815,1353,0.3125
26,0,51,10,4.72,13.53,lentil,1,4,soup,1,844,1353,0.3125
16,1,22,10,4.72,13.53,lentil,1,4,soup,1,968,1353,0.3125
29,0,29,10,4.72,13.53,lentil,1,4,soup,1,1032,1353,0.3125
19,1,46,10,4.72,13.53,lentil,1,4,soup,1,1034,1353,0.3125
5,1,29,12,1.81,452.17,whacking,1,5,great,1,435,45217,0.279069767
14,0,22,12,1.81,452.17,whacking,1,5,great,1,440,45217,0.279069767
12,0,24,12,1.81,452.17,whacking,1,5,great,1,452,45217,0.279069767
18,1,25,12,1.81,452.17,whacking,1,5,great,1,460,45217,0.279069767
7,0,38,12,1.81,452.17,whacking,1,5,great,1,463,45217,0.279069767
20,1,23,12,1.81,452.17,whacking,1,5,great,1,472,45217,0.279069767
10,1,21,12,1.81,452.17,whacking,1,5,great,1,532,45217,0.279069767
23,1,42,12,1.81,452.17,whacking,1,5,great,1,545,45217,0.279069767
13,1,29,12,1.81,452.17,whacking,1,5,great,1,560,45217,0.279069767
17,1,33,12,1.81,452.17,whacking,1,5,great,1,570,45217,0.279069767
8,1,30,12,1.81,452.17,whacking,1,5,great,1,587,45217,0.279069767
6,1,30,12,1.81,452.17,whacking,1,5,great,1,595,45217,0.279069767
25,1,47,12,1.81,452.17,whacking,1,5,great,1,596,45217,0.279069767
11,1,20,12,1.81,452.17,whacking,1,5,great,1,602,45217,0.279069767
27,1,46,12,1.81,452.17,whacking,1,5,great,1,651,45217,0.279069767
28,1,30,12,1.81,452.17,whacking,1,5,great,1,652,45217,0.279069767
21,1,18,12,1.81,452.17,whacking,1,5,great,1,688,45217,0.279069767
19,1,46,12,1.81,452.17,whacking,1,5,great,1,718,45217,0.279069767
29,0,29,12,1.81,452.17,whacking,1,5,great,1,828,45217,0.279069767
3,1,60,12,1.81,452.17,whacking,1,5,great,1,852,45217,0.279069767
9,1,46,12,1.81,452.17,whacking,1,5,great,1,852,45217,0.279069767
2,1,50,12,1.81,452.17,whacking,1,5,great,1,867,45217,0.279069767
26,0,51,12,1.81,452.17,whacking,1,5,great,1,986,45217,0.279069767
16,1,22,12,1.81,452.17,whacking,1,5,great,1,1267,45217,0.279069767
14,0,22,37,4.92,37.7,crusty,1,5,bread,1,366,3770,0.253424658
13,1,29,37,4.92,37.7,crusty,1,5,bread,1,420,3770,0.253424658
7,0,38,37,4.92,37.7,crusty,1,5,bread,1,452,3770,0.253424658
25,1,47,37,4.92,37.7,crusty,1,5,bread,1,456,3770,0.253424658
10,1,21,37,4.92,37.7,crusty,1,5,bread,1,456,3770,0.253424658
23,1,42,37,4.92,37.7,crusty,1,5,bread,1,514,3770,0.253424658
22,1,29,37,4.92,37.7,crusty,1,5,bread,1,524,3770,0.253424658
5,1,29,37,4.92,37.7,crusty,1,5,bread,1,531,3770,0.253424658
20,1,23,37,4.92,37.7,crusty,1,5,bread,1,547,3770,0.253424658
24,1,48,37,4.92,37.7,crusty,1,5,bread,1,568,3770,0.253424658
8,1,30,37,4.92,37.7,crusty,1,5,bread,1,587,3770,0.253424658
18,1,25,37,4.92,37.7,crusty,1,5,bread,1,600,3770,0.253424658
11,1,20,37,4.92,37.7,crusty,1,5,bread,1,615,3770,0.253424658
19,1,46,37,4.92,37.7,crusty,1,5,bread,1,623,3770,0.253424658
17,1,33,37,4.92,37.7,crusty,1,5,bread,1,654,3770,0.253424658
6,1,30,37,4.92,37.7,crusty,1,5,bread,1,657,3770,0.253424658
